0-577.png : found: z should: 0 
1-482.png : found: slash should: 1 
1-492.png : found: slash should: 1 
1-517.png : found: slash should: 1 
1-614.png : found: slash should: 1 
1-631.png : found: slash should: 1 
1-646.png : found: slash should: 1 
1-66.png : found: slash should: 1 
2-293.png : found: 7 should: 2 
2-297.png : found: 1 should: 2 
2-307.png : found: 3 should: 2 
2-310.png : found: z should: 2 
2-405.png : found: z should: 2 
2-437.png : found: z should: 2 
2-497.png : found: z should: 2 
2-543.png : found: z should: 2 
2-595.png : found: z should: 2 
2-660.png : found: z should: 2 
2-777.png : found: z should: 2 
3-117.png : found: 5 should: 3 
3-209.png : found: 7 should: 3 
3-35.png : found: 7 should: 3 
4-160.png : found: y should: 4 
4-26.png : found: y should: 4 
4-390.png : found: 6 should: 4 
4-391.png : found: y should: 4 
4-47.png : found: 5 should: 4 
4-649.png : found: plus should: 4 
5-652.png : found: 8 should: 5 
5-688.png : found: 9 should: 5 
5-693.png : found: 9 should: 5 
5-81.png : found: 6 should: 5 
6-304.png : found: 0 should: 6 
6-355.png : found: 4 should: 6 
6-491.png : found: 5 should: 6 
7-155.png : found: 1 should: 7 
7-437.png : found: 1 should: 7 
7-773.png : found: 1 should: 7 
8-342.png : found: 6 should: 8 
8-570.png : found: y should: 8 
8-59.png : found: y should: 8 
8-86.png : found: 3 should: 8 
9-199.png : found: 3 should: 9 
9-231.png : found: 5 should: 9 
9-276.png : found: 4 should: 9 
9-305.png : found: 4 should: 9 
9-31.png : found: 8 should: 9 
9-608.png : found: 3 should: 9 
9-72.png : found: y should: 9 
9-846.png : found: 0 should: 9 
dot-1001.png : found: 0 should: dot 
dot-1002.png : found: 0 should: dot 
dot-1003.png : found: 0 should: dot 
dot-1004.png : found: 0 should: dot 
dot-1006.png : found: 0 should: dot 
dot-1007.png : found: 0 should: dot 
dot-1008.png : found: 0 should: dot 
dot-1009.png : found: 0 should: dot 
dot-1010.png : found: 0 should: dot 
dot-1011.png : found: 0 should: dot 
dot-1015.png : found: 0 should: dot 
dot-1016.png : found: 0 should: dot 
dot-103.png : found: 0 should: dot 
dot-104.png : found: 0 should: dot 
dot-121.png : found: 0 should: dot 
dot-123.png : found: 0 should: dot 
dot-134.png : found: 0 should: dot 
dot-136.png : found: 0 should: dot 
dot-140.png : found: 6 should: dot 
dot-181.png : found: 0 should: dot 
dot-184.png : found: 0 should: dot 
dot-187.png : found: 0 should: dot 
dot-194.png : found: 0 should: dot 
dot-203.png : found: 0 should: dot 
dot-204.png : found: 0 should: dot 
dot-22.png : found: 6 should: dot 
dot-237.png : found: 0 should: dot 
dot-243.png : found: 0 should: dot 
dot-26.png : found: 0 should: dot 
dot-267.png : found: 0 should: dot 
dot-269.png : found: 0 should: dot 
dot-286.png : found: 0 should: dot 
dot-289.png : found: 0 should: dot 
dot-292.png : found: 0 should: dot 
dot-295.png : found: 0 should: dot 
dot-306.png : found: 0 should: dot 
dot-318.png : found: 0 should: dot 
dot-319.png : found: 0 should: dot 
